
(vret_env) C:\Users\Shayan\Desktop\NICS\acrophobia\shayan_code\vret_pipeline>python vret_server_v2.py
Starting VRET biofeedback server v2 (procedural)...
[LSL] searching for OpenSignals stream...
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{3BDC3AB1-4EF3-4CC8-8BAE-BB2AC2CAEB34}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{54921B9A-D779-4B2B-8820-1CE578EBA38A}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{ED154277-1459-47EB-AF78-151677F44DD4}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{DE25D8FA-C1F1-4A02-BF65-B86B6B10F338}' (status: 1, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:58    INFO|       IPv6 ifindex 17
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{327421B6-9D15-4A91-BCBC-85D1C378F4EB}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.597s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{6575BA6E-BB71-11F0-BCDF-806E6F6E6963}' (status: 1, multicast: 1
2026-06-01 22:13:06.439 (   2.597s) [         8352EE6]      netinterfaces.cpp:58    INFO|       IPv6 ifindex 1
2026-06-01 22:13:06.439 (   2.597s) [         8352EE6]         api_config.cpp:126   INFO| Loaded default config
name=OpenSignals | type=00:07:80:0F:31:9C | ch=3 | rate=1000.0 | source=OpenSignals
2026-06-01 22:13:08.459 (   4.617s) [         8352EE6]             common.cpp:78    INFO| git:64988c6a14b8dc3b3f270ece58eab4f480bfab43/branch:refs/tags/v1.17.7/build:Release/compiler:MSVC-19.29.30159.0/link:SHARED
[LSL] mapped by label -> EDA=ch1, ECG=ch2 (labels: ['DIGITAL', 'EDA', 'ECG']).

press enter to start the session (begins baseline from recording sample 0)
[CTRL] sent 'start' to fake stream at 127.0.0.1:5006
got 0 samples
got 13 samples| raw_EDA=3.8508 μS | HR=— BPM | RMSSD=— ms
[LIVE] got 12 samples| raw_EDA=8.4489 μS | HR=95.6 BPM | RMSSD=35.6 ms | ΔHR=+7.4% | ΔHRV=+12.2% | phasicEDA=-0.159 μS | S_t=+1.52 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.6921 μS | HR=95.6 BPM | RMSSD=35.6 ms | ΔHR=+7.4% | ΔHRV=+12.2% | phasicEDA=-0.159 μS | S_t=+1.50 | stressed -> unity:neutral
[LIVE] got 14 samples| raw_EDA=8.2661 μS | HR=95.6 BPM | RMSSD=35.6 ms | ΔHR=+7.4% | ΔHRV=+12.2% | phasicEDA=-0.159 μS | S_t=+1.47 | stressed -> unity:neutral
[LIVE] got 14 samples| raw_EDA=8.6275 μS | HR=95.7 BPM | RMSSD=36.4 ms | ΔHR=+7.4% | ΔHRV=+10.2% | phasicEDA=-0.091 μS | S_t=+1.44 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=8.5179 μS | HR=95.7 BPM | RMSSD=36.4 ms | ΔHR=+7.4% | ΔHRV=+10.2% | phasicEDA=-0.091 μS | S_t=+1.42 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=8.4374 μS | HR=95.7 BPM | RMSSD=36.4 ms | ΔHR=+7.4% | ΔHRV=+10.2% | phasicEDA=-0.091 μS | S_t=+1.39 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.7892 μS | HR=95.7 BPM | RMSSD=36.4 ms | ΔHR=+7.4% | ΔHRV=+10.2% | phasicEDA=-0.091 μS | S_t=+1.36 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.6269 μS | HR=95.7 BPM | RMSSD=36.4 ms | ΔHR=+7.4% | ΔHRV=+10.2% | phasicEDA=-0.091 μS | S_t=+1.33 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=8.2314 μS | HR=95.5 BPM | RMSSD=35.6 ms | ΔHR=+7.3% | ΔHRV=+12.3% | phasicEDA=-0.149 μS | S_t=+1.31 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=9.6713 μS | HR=95.5 BPM | RMSSD=35.6 ms | ΔHR=+7.3% | ΔHRV=+12.3% | phasicEDA=-0.149 μS | S_t=+1.31 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=8.2592 μS | HR=95.5 BPM | RMSSD=35.6 ms | ΔHR=+7.3% | ΔHRV=+12.3% | phasicEDA=-0.149 μS | S_t=+1.31 | calm -> unity:increase
[LIVE] got 12 samples| raw_EDA=8.4229 μS | HR=95.5 BPM | RMSSD=35.6 ms | ΔHR=+7.3% | ΔHRV=+12.3% | phasicEDA=-0.149 μS | S_t=+1.32 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=9.7101 μS | HR=95.5 BPM | RMSSD=35.6 ms | ΔHR=+7.3% | ΔHRV=+12.3% | phasicEDA=-0.149 μS | S_t=+1.32 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=9.1834 μS | HR=95.6 BPM | RMSSD=31.7 ms | ΔHR=+7.4% | ΔHRV=+21.8% | phasicEDA=+0.067 μS | S_t=+1.34 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=9.3086 μS | HR=95.6 BPM | RMSSD=31.7 ms | ΔHR=+7.4% | ΔHRV=+21.8% | phasicEDA=+0.067 μS | S_t=+1.43 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.6907 μS | HR=95.6 BPM | RMSSD=31.7 ms | ΔHR=+7.4% | ΔHRV=+21.8% | phasicEDA=+0.067 μS | S_t=+1.52 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=8.2550 μS | HR=95.6 BPM | RMSSD=31.7 ms | ΔHR=+7.4% | ΔHRV=+21.8% | phasicEDA=+0.067 μS | S_t=+1.61 | stressed -> unity:neutral
[LIVE] got 14 samples| raw_EDA=9.6751 μS | HR=95.6 BPM | RMSSD=31.7 ms | ΔHR=+7.4% | ΔHRV=+21.8% | phasicEDA=+0.067 μS | S_t=+1.70 | stressed -> unity:neutral
[LIVE] got 14 samples| raw_EDA=9.6276 μS | HR=95.6 BPM | RMSSD=31.9 ms | ΔHR=+7.4% | ΔHRV=+21.4% | phasicEDA=+0.000 μS | S_t=+1.79 | stressed -> unity:neutral
[LIVE] got 14 samples| raw_EDA=8.8685 μS | HR=95.6 BPM | RMSSD=31.9 ms | ΔHR=+7.4% | ΔHRV=+21.4% | phasicEDA=+0.000 μS | S_t=+1.86 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.7185 μS | HR=95.6 BPM | RMSSD=31.9 ms | ΔHR=+7.4% | ΔHRV=+21.4% | phasicEDA=+0.000 μS | S_t=+1.94 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=8.6892 μS | HR=95.6 BPM | RMSSD=31.9 ms | ΔHR=+7.4% | ΔHRV=+21.4% | phasicEDA=+0.000 μS | S_t=+2.02 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=8.3781 μS | HR=95.6 BPM | RMSSD=31.9 ms | ΔHR=+7.4% | ΔHRV=+21.4% | phasicEDA=+0.000 μS | S_t=+2.09 | ultra-stressed -> unity:decrease
[LIVE] got 12 samples| raw_EDA=9.6859 μS | HR=95.9 BPM | RMSSD=31.7 ms | ΔHR=+7.7% | ΔHRV=+21.8% | phasicEDA=-0.037 μS | S_t=+2.15 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.3452 μS | HR=95.9 BPM | RMSSD=31.7 ms | ΔHR=+7.7% | ΔHRV=+21.8% | phasicEDA=-0.037 μS | S_t=+2.14 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=8.3556 μS | HR=95.9 BPM | RMSSD=31.7 ms | ΔHR=+7.7% | ΔHRV=+21.8% | phasicEDA=-0.037 μS | S_t=+2.13 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.7504 μS | HR=95.9 BPM | RMSSD=31.7 ms | ΔHR=+7.7% | ΔHRV=+21.8% | phasicEDA=-0.037 μS | S_t=+2.12 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.6130 μS | HR=95.9 BPM | RMSSD=31.7 ms | ΔHR=+7.7% | ΔHRV=+21.8% | phasicEDA=-0.037 μS | S_t=+2.11 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.2529 μS | HR=96.7 BPM | RMSSD=31.9 ms | ΔHR=+8.5% | ΔHRV=+21.5% | phasicEDA=-0.185 μS | S_t=+2.09 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=9.7681 μS | HR=96.7 BPM | RMSSD=31.9 ms | ΔHR=+8.5% | ΔHRV=+21.5% | phasicEDA=-0.185 μS | S_t=+2.08 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.5749 μS | HR=96.7 BPM | RMSSD=31.9 ms | ΔHR=+8.5% | ΔHRV=+21.5% | phasicEDA=-0.185 μS | S_t=+2.07 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=8.2508 μS | HR=96.7 BPM | RMSSD=31.9 ms | ΔHR=+8.5% | ΔHRV=+21.5% | phasicEDA=-0.185 μS | S_t=+2.05 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.0207 μS | HR=96.7 BPM | RMSSD=31.9 ms | ΔHR=+8.5% | ΔHRV=+21.5% | phasicEDA=-0.185 μS | S_t=+2.04 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.5905 μS | HR=96.8 BPM | RMSSD=31.7 ms | ΔHR=+8.7% | ΔHRV=+21.8% | phasicEDA=+0.082 μS | S_t=+2.03 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=8.4534 μS | HR=96.8 BPM | RMSSD=31.7 ms | ΔHR=+8.7% | ΔHRV=+21.8% | phasicEDA=+0.082 μS | S_t=+2.05 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.7393 μS | HR=96.8 BPM | RMSSD=31.7 ms | ΔHR=+8.7% | ΔHRV=+21.8% | phasicEDA=+0.082 μS | S_t=+2.08 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.2010 μS | HR=96.8 BPM | RMSSD=31.7 ms | ΔHR=+8.7% | ΔHRV=+21.8% | phasicEDA=+0.082 μS | S_t=+2.10 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.4034 μS | HR=96.8 BPM | RMSSD=31.7 ms | ΔHR=+8.7% | ΔHRV=+21.8% | phasicEDA=+0.082 μS | S_t=+2.13 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.8017 μS | HR=96.8 BPM | RMSSD=31.9 ms | ΔHR=+8.7% | ΔHRV=+21.4% | phasicEDA=+0.165 μS | S_t=+2.16 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.4534 μS | HR=96.8 BPM | RMSSD=31.9 ms | ΔHR=+8.7% | ΔHRV=+21.4% | phasicEDA=+0.165 μS | S_t=+2.21 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.3847 μS | HR=96.8 BPM | RMSSD=31.9 ms | ΔHR=+8.7% | ΔHRV=+21.4% | phasicEDA=+0.165 μS | S_t=+2.26 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.7518 μS | HR=96.8 BPM | RMSSD=31.9 ms | ΔHR=+8.7% | ΔHRV=+21.4% | phasicEDA=+0.165 μS | S_t=+2.31 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.3592 μS | HR=96.8 BPM | RMSSD=31.9 ms | ΔHR=+8.7% | ΔHRV=+21.4% | phasicEDA=+0.165 μS | S_t=+2.36 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=8.3774 μS | HR=97.2 BPM | RMSSD=32.0 ms | ΔHR=+9.1% | ΔHRV=+21.0% | phasicEDA=-0.044 μS | S_t=+2.40 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.7441 μS | HR=97.2 BPM | RMSSD=32.0 ms | ΔHR=+9.1% | ΔHRV=+21.0% | phasicEDA=-0.044 μS | S_t=+2.38 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.9632 μS | HR=97.2 BPM | RMSSD=32.0 ms | ΔHR=+9.1% | ΔHRV=+21.0% | phasicEDA=-0.044 μS | S_t=+2.36 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.3743 μS | HR=97.2 BPM | RMSSD=32.0 ms | ΔHR=+9.1% | ΔHRV=+21.0% | phasicEDA=-0.044 μS | S_t=+2.34 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=9.8294 μS | HR=97.2 BPM | RMSSD=32.0 ms | ΔHR=+9.1% | ΔHRV=+21.0% | phasicEDA=-0.044 μS | S_t=+2.33 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=9.0977 μS | HR=97.2 BPM | RMSSD=31.9 ms | ΔHR=+9.2% | ΔHRV=+21.5% | phasicEDA=+0.053 μS | S_t=+2.31 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=9.7434 μS | HR=97.2 BPM | RMSSD=31.9 ms | ΔHR=+9.2% | ΔHRV=+21.5% | phasicEDA=+0.053 μS | S_t=+2.30 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=9.5797 μS | HR=97.2 BPM | RMSSD=31.9 ms | ΔHR=+9.2% | ΔHRV=+21.5% | phasicEDA=+0.053 μS | S_t=+2.29 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=8.3188 μS | HR=97.2 BPM | RMSSD=31.9 ms | ΔHR=+9.2% | ΔHRV=+21.5% | phasicEDA=+0.053 μS | S_t=+2.27 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.9132 μS | HR=97.2 BPM | RMSSD=31.9 ms | ΔHR=+9.2% | ΔHRV=+21.5% | phasicEDA=+0.053 μS | S_t=+2.26 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.7296 μS | HR=97.5 BPM | RMSSD=32.0 ms | ΔHR=+9.5% | ΔHRV=+21.0% | phasicEDA=+0.074 μS | S_t=+2.26 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.2162 μS | HR=97.5 BPM | RMSSD=32.0 ms | ΔHR=+9.5% | ΔHRV=+21.0% | phasicEDA=+0.074 μS | S_t=+2.28 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.3233 μS | HR=97.5 BPM | RMSSD=32.0 ms | ΔHR=+9.5% | ΔHRV=+21.0% | phasicEDA=+0.074 μS | S_t=+2.30 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.7008 μS | HR=97.5 BPM | RMSSD=32.0 ms | ΔHR=+9.5% | ΔHRV=+21.0% | phasicEDA=+0.074 μS | S_t=+2.31 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=8.3798 μS | HR=97.5 BPM | RMSSD=32.0 ms | ΔHR=+9.5% | ΔHRV=+21.0% | phasicEDA=+0.074 μS | S_t=+2.33 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.3674 μS | HR=97.6 BPM | RMSSD=35.7 ms | ΔHR=+9.6% | ΔHRV=+12.1% | phasicEDA=+0.006 μS | S_t=+2.34 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.2447 μS | HR=97.6 BPM | RMSSD=35.7 ms | ΔHR=+9.6% | ΔHRV=+12.1% | phasicEDA=+0.006 μS | S_t=+2.28 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.3410 μS | HR=97.6 BPM | RMSSD=35.7 ms | ΔHR=+9.6% | ΔHRV=+12.1% | phasicEDA=+0.006 μS | S_t=+2.22 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=9.7476 μS | HR=97.6 BPM | RMSSD=35.7 ms | ΔHR=+9.6% | ΔHRV=+12.1% | phasicEDA=+0.006 μS | S_t=+2.16 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=9.3203 μS | HR=97.6 BPM | RMSSD=35.7 ms | ΔHR=+9.6% | ΔHRV=+12.1% | phasicEDA=+0.006 μS | S_t=+2.10 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=8.2675 μS | HR=97.7 BPM | RMSSD=32.0 ms | ΔHR=+9.8% | ΔHRV=+21.0% | phasicEDA=-0.112 μS | S_t=+2.05 | stressed -> unity:neutral
[LIVE] got 14 samples| raw_EDA=9.7254 μS | HR=97.7 BPM | RMSSD=32.0 ms | ΔHR=+9.8% | ΔHRV=+21.0% | phasicEDA=-0.112 μS | S_t=+2.03 | stressed -> unity:neutral
[LIVE] got 14 samples| raw_EDA=8.2564 μS | HR=97.7 BPM | RMSSD=32.0 ms | ΔHR=+9.8% | ΔHRV=+21.0% | phasicEDA=-0.112 μS | S_t=+2.00 | stressed -> unity:neutral
[LIVE] got 14 samples| raw_EDA=8.5477 μS | HR=97.7 BPM | RMSSD=32.0 ms | ΔHR=+9.8% | ΔHRV=+21.0% | phasicEDA=-0.112 μS | S_t=+1.98 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.7185 μS | HR=97.7 BPM | RMSSD=32.0 ms | ΔHR=+9.8% | ΔHRV=+21.0% | phasicEDA=-0.112 μS | S_t=+1.96 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=8.2245 μS | HR=97.7 BPM | RMSSD=32.1 ms | ΔHR=+9.8% | ΔHRV=+20.8% | phasicEDA=-0.108 μS | S_t=+1.95 | stressed -> unity:neutral
[LIVE] got 14 samples| raw_EDA=9.7739 μS | HR=97.7 BPM | RMSSD=32.1 ms | ΔHR=+9.8% | ΔHRV=+20.8% | phasicEDA=-0.108 μS | S_t=+1.99 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.0429 μS | HR=97.7 BPM | RMSSD=32.1 ms | ΔHR=+9.8% | ΔHRV=+20.8% | phasicEDA=-0.108 μS | S_t=+2.02 | stressed -> unity:neutral
[LIVE] got 12 samples| raw_EDA=8.2786 μS | HR=97.7 BPM | RMSSD=32.1 ms | ΔHR=+9.8% | ΔHRV=+20.8% | phasicEDA=-0.108 μS | S_t=+2.06 | stressed -> unity:neutral
[LIVE] got 14 samples| raw_EDA=9.7531 μS | HR=97.7 BPM | RMSSD=32.1 ms | ΔHR=+9.8% | ΔHRV=+20.8% | phasicEDA=-0.108 μS | S_t=+2.10 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.5714 μS | HR=97.8 BPM | RMSSD=31.9 ms | ΔHR=+9.8% | ΔHRV=+21.3% | phasicEDA=-0.005 μS | S_t=+2.14 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.3646 μS | HR=97.8 BPM | RMSSD=31.9 ms | ΔHR=+9.8% | ΔHRV=+21.3% | phasicEDA=-0.005 μS | S_t=+2.15 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=9.7767 μS | HR=97.8 BPM | RMSSD=31.9 ms | ΔHR=+9.8% | ΔHRV=+21.3% | phasicEDA=-0.005 μS | S_t=+2.17 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=8.2952 μS | HR=97.8 BPM | RMSSD=31.9 ms | ΔHR=+9.8% | ΔHRV=+21.3% | phasicEDA=-0.005 μS | S_t=+2.19 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=8.7308 μS | HR=97.8 BPM | RMSSD=31.9 ms | ΔHR=+9.8% | ΔHRV=+21.3% | phasicEDA=-0.005 μS | S_t=+2.20 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.8280 μS | HR=97.8 BPM | RMSSD=32.1 ms | ΔHR=+9.8% | ΔHRV=+20.8% | phasicEDA=+0.046 μS | S_t=+2.22 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=8.3507 μS | HR=97.8 BPM | RMSSD=32.1 ms | ΔHR=+9.8% | ΔHRV=+20.8% | phasicEDA=+0.046 μS | S_t=+2.24 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.6592 μS | HR=97.8 BPM | RMSSD=32.1 ms | ΔHR=+9.8% | ΔHRV=+20.8% | phasicEDA=+0.046 μS | S_t=+2.27 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=9.7698 μS | HR=97.8 BPM | RMSSD=32.1 ms | ΔHR=+9.8% | ΔHRV=+20.8% | phasicEDA=+0.046 μS | S_t=+2.29 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.4176 μS | HR=97.8 BPM | RMSSD=32.1 ms | ΔHR=+9.8% | ΔHRV=+20.8% | phasicEDA=+0.046 μS | S_t=+2.31 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.5633 μS | HR=97.7 BPM | RMSSD=32.2 ms | ΔHR=+9.7% | ΔHRV=+20.7% | phasicEDA=-0.070 μS | S_t=+2.33 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.7892 μS | HR=97.7 BPM | RMSSD=32.2 ms | ΔHR=+9.7% | ΔHRV=+20.7% | phasicEDA=-0.070 μS | S_t=+2.31 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.4131 μS | HR=97.7 BPM | RMSSD=32.2 ms | ΔHR=+9.7% | ΔHRV=+20.7% | phasicEDA=-0.070 μS | S_t=+2.30 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=9.1303 μS | HR=97.7 BPM | RMSSD=32.2 ms | ΔHR=+9.7% | ΔHRV=+20.7% | phasicEDA=-0.070 μS | S_t=+2.28 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.9030 μS | HR=97.7 BPM | RMSSD=32.2 ms | ΔHR=+9.7% | ΔHRV=+20.7% | phasicEDA=-0.070 μS | S_t=+2.27 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.8307 μS | HR=97.5 BPM | RMSSD=35.6 ms | ΔHR=+9.5% | ΔHRV=+12.1% | phasicEDA=-0.050 μS | S_t=+2.25 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.9654 μS | HR=97.5 BPM | RMSSD=35.6 ms | ΔHR=+9.5% | ΔHRV=+12.1% | phasicEDA=-0.050 μS | S_t=+2.18 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=8.8799 μS | HR=97.5 BPM | RMSSD=35.6 ms | ΔHR=+9.5% | ΔHRV=+12.1% | phasicEDA=-0.050 μS | S_t=+2.11 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.5005 μS | HR=97.5 BPM | RMSSD=35.6 ms | ΔHR=+9.5% | ΔHRV=+12.1% | phasicEDA=-0.050 μS | S_t=+2.04 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.8447 μS | HR=97.5 BPM | RMSSD=35.6 ms | ΔHR=+9.5% | ΔHRV=+12.1% | phasicEDA=-0.050 μS | S_t=+1.97 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.8072 μS | HR=97.5 BPM | RMSSD=35.8 ms | ΔHR=+9.5% | ΔHRV=+11.6% | phasicEDA=-0.022 μS | S_t=+1.91 | stressed -> unity:neutral
[LIVE] got 12 samples| raw_EDA=8.8251 μS | HR=97.5 BPM | RMSSD=35.8 ms | ΔHR=+9.5% | ΔHRV=+11.6% | phasicEDA=-0.022 μS | S_t=+1.86 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.8863 μS | HR=97.5 BPM | RMSSD=35.8 ms | ΔHR=+9.5% | ΔHRV=+11.6% | phasicEDA=-0.022 μS | S_t=+1.81 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=8.6129 μS | HR=97.5 BPM | RMSSD=35.8 ms | ΔHR=+9.5% | ΔHRV=+11.6% | phasicEDA=-0.022 μS | S_t=+1.76 | stressed -> unity:neutral
[LIVE] got 14 samples| raw_EDA=8.6809 μS | HR=97.5 BPM | RMSSD=35.8 ms | ΔHR=+9.5% | ΔHRV=+11.6% | phasicEDA=-0.022 μS | S_t=+1.71 | stressed -> unity:neutral
[LIVE] got 14 samples| raw_EDA=9.9848 μS | HR=97.4 BPM | RMSSD=32.1 ms | ΔHR=+9.4% | ΔHRV=+20.8% | phasicEDA=+0.117 μS | S_t=+1.68 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=8.4423 μS | HR=97.4 BPM | RMSSD=32.1 ms | ΔHR=+9.4% | ΔHRV=+20.8% | phasicEDA=+0.117 μS | S_t=+1.76 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.7850 μS | HR=97.4 BPM | RMSSD=32.1 ms | ΔHR=+9.4% | ΔHRV=+20.8% | phasicEDA=+0.117 μS | S_t=+1.83 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.8447 μS | HR=97.4 BPM | RMSSD=32.1 ms | ΔHR=+9.4% | ΔHRV=+20.8% | phasicEDA=+0.117 μS | S_t=+1.91 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=8.4145 μS | HR=97.4 BPM | RMSSD=32.1 ms | ΔHR=+9.4% | ΔHRV=+20.8% | phasicEDA=+0.117 μS | S_t=+1.98 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=8.7766 μS | HR=97.3 BPM | RMSSD=32.3 ms | ΔHR=+9.3% | ΔHRV=+20.4% | phasicEDA=-0.014 μS | S_t=+2.05 | stressed -> unity:neutral
[LIVE] got 13 samples| raw_EDA=9.5950 μS | HR=97.3 BPM | RMSSD=32.3 ms | ΔHR=+9.3% | ΔHRV=+20.4% | phasicEDA=-0.014 μS | S_t=+2.10 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=8.4527 μS | HR=97.3 BPM | RMSSD=32.3 ms | ΔHR=+9.3% | ΔHRV=+20.4% | phasicEDA=-0.014 μS | S_t=+2.15 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=9.6741 μS | HR=97.3 BPM | RMSSD=32.3 ms | ΔHR=+9.3% | ΔHRV=+20.4% | phasicEDA=-0.014 μS | S_t=+2.21 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=9.7413 μS | HR=97.3 BPM | RMSSD=32.3 ms | ΔHR=+9.3% | ΔHRV=+20.4% | phasicEDA=-0.014 μS | S_t=+2.26 | ultra-stressed -> unity:decrease
[LIVE] got 13 samples| raw_EDA=8.3674 μS | HR=97.3 BPM | RMSSD=35.8 ms | ΔHR=+9.3% | ΔHRV=+11.8% | phasicEDA=+0.010 μS | S_t=+2.29 | ultra-stressed -> unity:decrease
[LIVE] got 14 samples| raw_EDA=9.7767 μS | HR=97.3 BPM | RMSSD=35.8 ms | ΔHR=+9.3% | ΔHRV=+11.8% | phasicEDA=+0.010 μS | S_t=+2.22 | ultra-stressed -> unity:decrease
